sequenceID,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0
1.1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1.11,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.15,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1.6,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
1.9,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
106.11,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
106.17,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106.5,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
106.6,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
106.9,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
109.2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
109.8,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
11.1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
11.4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
12.1,2,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1
12.11,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
12.17,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12.2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12.6,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.X,3,3,3,3,3,3,3,2,1,0,0,1,1,1,1,1,1,1,1,1,1
128.12,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128.17,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128.2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128.3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128.6,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138.1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
139.3,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139.4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.7,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
145.1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
145.17,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
145.19,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145.2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
145.3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
145.4,2,2,2,2,2,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1
145.6,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2
145.7,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
149.1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
149.11,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
149.2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
149.6,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1
153.11,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
153.17,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
153.18,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
153.2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
153.4,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
153.7,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
162.1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
162.11,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
162.17,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162.19,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162.22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
162.3,3,3,3,3,3,3,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1
162.5,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
162.7,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162.8,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
17.1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.11,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1
172.1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
172.17,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172.3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.4,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173.11,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
173.15,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.16,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
173.4,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
173.8,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
